2825,1425,849,636,443,345,0,333,274,224,247,253,0,291,288,362,484,439,0,383,302,224,175,132,0,95,59,46,47,33,0,23,21,20,13,11,0,10,9,5,9,6,4,0,8,4,5,3,1,0,3,7,2,2,5,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2.41875,3.2562499999999996,4.09375,4.93125,5.76875,6.60625,7.44375,8.28125,9.11875,9.95625,10.79375,11.631250000000001,12.46875,13.30625,14.14375,14.98125,15.818750000000001,16.65625,17.493750000000002,18.33125,19.168750000000003,20.00625,20.84375,21.68125,22.51875,23.356250000000003,24.19375,25.03125,25.86875,26.70625,27.543750000000003,28.38125,29.21875,30.05625,30.89375,31.731250000000003,32.56875,33.40625,34.243750000000006,35.08125,35.91875,36.75625,37.59375,38.431250000000006,39.26875,40.10625,40.94375,41.78125,42.618750000000006,43.45625,44.29375,45.13125,45.96875,46.806250000000006,47.64375,48.48125,49.31875,50.15625,50.993750000000006,51.83125,52.66875,53.50625,54.34375,55.181250000000006,56.01875,56.85625,57.69375,58.53125,59.368750000000006,60.20625,61.04375,61.88125,62.71875,63.556250000000006,64.39375,65.23125,66.06875,66.90625,67.74375,68.58125000000001
